flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
226,TestIndigo,Lucknow,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:35,17:05,27/10/19,28/03/20
454,TestIndigo,Lucknow,Bengaluru,Monday,19:45,,29/10/19,24/03/20
454,TestIndigo,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,22:25,27/10/19,28/03/20
454,TestIndigo,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,22:25,27/10/19,28/03/20
454,TestIndigo,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,22:25,27/10/19,28/03/20
344,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:30,,27/10/19,28/03/20
537,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:20,9:30,27/10/19,28/03/20
537,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:20,9:30,27/10/19,28/03/20
592,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:40,10:50,27/10/19,28/03/20
592,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:40,10:55,27/10/19,28/03/20
592,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:40,10:55,27/10/19,28/03/20
6893,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,21:00,27/10/19,28/03/20
412,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,22:05,27/10/19,28/03/20
682,TestIndigo,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,23:45,27/10/19,28/03/20
848,TestIndigo,Mumbai,Bengaluru,Saturday,0:15,,27/10/19,27/10/19
848,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:15,1:50,27/10/19,28/03/20
848,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:15,1:50,27/10/19,28/03/20
199,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:05,7:45,27/10/19,28/03/20
715,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:35,9:25,27/10/19,28/03/20
715,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:35,9:25,27/10/19,28/03/20
5323,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:15,,27/10/19,28/03/20
236,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:35,11:20,27/10/19,28/03/20
325,TestIndigo,Mumbai,Bengaluru,Saturday,10:35,,27/10/19,29/03/20
5329,TestIndigo,Mumbai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,14:20,27/10/19,28/03/20
5329,TestIndigo,Mumbai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:30,27/10/19,28/03/20
5329,TestIndigo,Mumbai,Bengaluru,Monday,13:45,,29/10/19,24/03/20
957,TestIndigo,Mumbai,Bengaluru,Sunday,14:20,,04/11/19,04/11/19
492,TestIndigo,Mumbai,Bengaluru,Saturday,14:25,,27/10/19,29/03/20
6177,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55,17:35,27/10/19,28/03/20
6533,TestIndigo,Mumbai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:00,27/10/19,28/03/20
463,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:45,27/10/19,28/03/20
799,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,21:05,27/10/19,28/03/20
5332,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55,,27/10/19,28/03/20
949,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20,22:10,27/10/19,28/03/20
825,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:35,27/10/19,28/03/20
825,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:35,27/10/19,28/03/20
5349,TestIndigo,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:10,1:00,27/10/19,28/03/20
287,TestIndigo,Visakhapatnam,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:45,9:35,27/10/19,28/03/20
287,TestIndigo,Visakhapatnam,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:45,9:35,27/10/19,28/03/20
422,TestIndigo,Visakhapatnam,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:15,27/10/19,28/03/20
216,TestIndigo,Visakhapatnam,Bengaluru,Monday,18:55,,29/10/19,24/03/20
216,TestIndigo,Visakhapatnam,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:55,20:35,27/10/19,28/03/20
478,TestIndigo,Amritsar,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,19:20,29/03/20,24/10/20
6136,TestIndigo,Imphal,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:55,13:15,27/10/19,30/11/19
912,TestIndigo,Imphal,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,,01/12/19,28/03/20
7113,TestIndigo,Rajahmundry,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:10,27/10/19,28/03/20
7232,TestIndigo,Rajahmundry,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:30,22:20,27/10/19,28/03/20
7232,TestIndigo,Rajahmundry,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:30,22:20,27/10/19,28/03/20
805,TestIndigo,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:55,17:35,27/10/19,28/03/20
178,TestIndigo,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,21:00,27/10/19,28/03/20
178,TestIndigo,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,21:00,27/10/19,28/03/20
5917,TestIndigo,Agra,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,16:45,29/03/20,24/10/20
5917,TestIndigo,Agra,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,16:45,29/03/20,24/10/20
204,TestIndigo,Jodhpur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,15:20,27/10/19,28/03/20
204,TestIndigo,Jodhpur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,15:20,27/10/19,28/03/20
6136,TestIndigo,Dehradun,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:45,12:40,29/03/20,24/10/20
393,TestIndigo,Port Blair,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:30,10:10,27/10/19,28/03/20
393,TestIndigo,Port Blair,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:30,10:10,27/10/19,28/03/20
823,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:55,,29/03/20,24/10/20
758,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:45,,30/03/20,20/04/20
758,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",12:55,15:10,22/04/20,24/10/20
758,TestIndigo,Ahmedabad,Bengaluru,Monday,13:10,,21/04/20,20/10/20
153,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,22:25,29/03/20,24/10/20
153,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,22:25,29/03/20,24/10/20
153,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,22:25,29/03/20,24/10/20
153,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,22:25,29/03/20,24/10/20
996,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:45,2:00,29/03/20,24/10/20
996,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:45,2:00,29/03/20,24/10/20
996,TestIndigo,Ahmedabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:45,2:00,29/03/20,24/10/20
839,TestIndigo,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:50,,28/10/19,15/02/20
839,TestIndigo,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:50,,16/02/20,28/03/20
642,TestIndigo,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,11:40,27/10/19,28/03/20
642,TestIndigo,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,11:40,27/10/19,28/03/20
498,TestIndigo,Jaipur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:15,14:50,27/10/19,28/03/20
556,TestIndigo,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",20:00,,27/10/19,27/03/20
7203,TestIndigo,Vijayawada,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:55,9:40,27/10/19,28/03/20
7133,TestIndigo,Vijayawada,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:10,27/10/19,28/03/20
997,TestIndigo,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,22:15,27/10/19,28/03/20
997,TestIndigo,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,22:15,27/10/19,28/03/20
997,TestIndigo,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,22:15,27/10/19,28/03/20
997,TestIndigo,Ranchi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,22:15,27/10/19,28/03/20
703,TestIndigo,Indore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,12:50,27/10/19,28/03/20
708,TestIndigo,Indore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,21:20,27/10/19,28/03/20
701,TestIndigo,Vadodara,Bengaluru,Saturday,6:10,,27/10/19,27/10/19
701,TestIndigo,Vadodara,Bengaluru,Monday,6:10,,29/10/19,24/03/20
701,TestIndigo,Vadodara,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:10,,28/10/19,28/03/20
808,TestIndigo,Vadodara,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,18:05,27/10/19,28/03/20
808,TestIndigo,Vadodara,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,22:30,27/10/19,28/03/20
808,TestIndigo,Vadodara,Bengaluru,Monday,20:30,,29/10/19,24/03/20
406,TestIndigo,Raipur,Bengaluru,Monday,8:25,,29/10/19,24/03/20
406,TestIndigo,Raipur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:10,10:15,27/10/19,28/03/20
406,TestIndigo,Raipur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:10,12:05,27/10/19,28/03/20
829,TestIndigo,Raipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20,22:20,27/10/19,28/03/20
7242,TestIndigo,Tuticorin,Bengaluru,Wednesday,7:50,,31/10/19,26/03/20
7242,TestIndigo,Tuticorin,Bengaluru,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",7:50,9:30,27/10/19,28/03/20
7242,TestIndigo,Tuticorin,Bengaluru,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",7:50,9:30,27/10/19,28/03/20
6144,TestIndigo,Chandigarh,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:30,10:25,29/03/20,24/10/20
491,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",10:45,,30/03/20,24/10/20
491,TestIndigo,Chandigarh,Bengaluru,Monday,12:15,,31/03/20,20/10/20
593,TestIndigo,Chandigarh,Bengaluru,Monday,15:30,,31/03/20,20/10/20
593,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,18:40,29/03/20,24/10/20
593,TestIndigo,Chandigarh,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,18:40,29/03/20,24/10/20
681,TestIndigo,Pune,Bengaluru,Saturday,1:35,,27/10/19,27/10/19
681,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",1:35,,28/10/19,28/03/20
819,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:00,6:35,27/10/19,28/03/20
819,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:00,6:35,27/10/19,28/03/20
391,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:20,8:50,27/10/19,28/03/20
407,TestIndigo,Pune,Bengaluru,Friday,10:50,,02/11/19,28/03/20
407,TestIndigo,Pune,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Saturday",11:00,,27/10/19,27/03/20
758,TestIndigo,Pune,Bengaluru,Saturday,13:05,,27/10/19,22/03/20
279,TestIndigo,Pune,Bengaluru,Monday,16:00,,29/10/19,24/03/20
279,TestIndigo,Pune,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Saturday",16:00,,27/10/19,27/03/20
105,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",17:20,,27/10/19,27/03/20
556,TestIndigo,Pune,Bengaluru,Friday,17:55,,02/11/19,28/03/20
103,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:20,0:05,27/10/19,28/03/20
221,TestIndigo,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:55,1:25,27/10/19,28/03/20
979,TestIndigo,Udaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:45,27/10/19,28/03/20
979,TestIndigo,Udaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:45,27/10/19,28/03/20
7106,TestIndigo,Tirupati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:55,8:50,27/10/19,28/03/20
7182,TestIndigo,Belgaum,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:30,29/03/20,24/10/20
7182,TestIndigo,Belgaum,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,15:05,29/03/20,24/10/20
7182,TestIndigo,Belgaum,Bengaluru,Monday,13:40,,31/03/20,20/10/20
316,TestIndigo,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,20:45,27/10/19,28/03/20
6427,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:35,5:25,29/03/20,24/10/20
6897,TestIndigo,Chennai,Bengaluru,Saturday,6:35,,29/03/20,29/03/20
6897,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:35,,30/03/20,24/10/20
271,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,10:05,29/03/20,24/10/20
271,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,10:05,29/03/20,24/10/20
253,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,13:00,29/03/20,24/10/20
253,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,13:00,29/03/20,24/10/20
238,TestIndigo,Chennai,Bengaluru,Saturday,13:00,,29/03/20,18/10/20
238,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",13:00,,30/03/20,24/10/20
6011,TestIndigo,Chennai,Bengaluru,Saturday,14:15,,29/03/20,29/03/20
6011,TestIndigo,Chennai,Bengaluru,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,,31/03/20,30/06/20
6011,TestIndigo,Chennai,Bengaluru,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,,01/07/20,24/10/20
6011,TestIndigo,Chennai,Bengaluru,Sunday,14:15,,30/03/20,29/06/20
6011,TestIndigo,Chennai,Bengaluru,Sunday,14:15,,06/07/20,19/10/20
847,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,18:15,29/03/20,24/10/20
727,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,19:35,29/03/20,24/10/20
806,TestIndigo,Chennai,Bengaluru,"Tuesday,Wednesday,Saturday",19:55,,29/03/20,08/04/20
806,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Thursday,Friday",20:00,,30/03/20,07/04/20
806,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,,09/04/20,24/10/20
232,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:20,22:25,29/03/20,24/10/20
6217,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:15,23:10,29/03/20,24/10/20
6217,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:15,23:10,29/03/20,24/10/20
574,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:50,0:50,29/03/20,24/10/20
574,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:50,0:50,29/03/20,24/10/20
574,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:50,0:50,29/03/20,24/10/20
7161,TestIndigo,Hubli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:10,10:25,27/10/19,28/03/20
5034,TestIndigo,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:55,10:45,27/10/19,28/03/20
5034,TestIndigo,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:55,11:00,27/10/19,28/03/20
195,TestIndigo,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:35,22:40,27/10/19,28/03/20
858,TestIndigo,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30,10:25,29/03/20,24/10/20
858,TestIndigo,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30,10:30,29/03/20,24/10/20
992,TestIndigo,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:40,18:50,29/03/20,24/10/20
355,TestIndigo,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:15,29/03/20,24/10/20
355,TestIndigo,Coimbatore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:15,29/03/20,24/10/20
7973,TestIndigo,Kannur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,15:05,27/10/19,28/03/20
6274,TestIndigo,Bhopal,Bengaluru,Monday,8:55,,31/03/20,20/10/20
273,TestIndigo,Bhopal,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55,17:55,29/03/20,24/10/20
525,TestIndigo,Agartala,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,20:05,29/03/20,24/10/20
525,TestIndigo,Agartala,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,20:05,29/03/20,24/10/20
7739,TestIndigo,Tiruchirappalli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,20:50,27/10/19,28/03/20
617,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:05,,28/10/19,28/03/20
617,TestIndigo,Goa,Bengaluru,Saturday,2:05,,27/10/19,27/10/19
477,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:05,,27/10/19,27/03/20
491,TestIndigo,Goa,Bengaluru,Saturday,12:10,,27/10/19,22/03/20
714,TestIndigo,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,17:40,27/10/19,28/03/20
281,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:30,27/10/19,28/03/20
281,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:30,27/10/19,28/03/20
281,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:30,27/10/19,28/03/20
6323,TestIndigo,Goa,Bengaluru,Friday,23:25,,28/03/20,28/03/20
6323,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:25,,27/10/19,27/03/20
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,27/10/19,27/10/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,03/11/19,24/11/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,01/12/19,01/12/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,08/12/19,08/12/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,15/12/19,15/12/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,22/12/19,15/03/20
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:25,,22/03/20,22/03/20
379,TestIndigo,Kolkata,Bengaluru,Monday,5:25,,29/10/19,24/03/20
379,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",5:25,,28/10/19,28/03/20
345,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30,12:15,27/10/19,28/03/20
822,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,13:25,27/10/19,28/03/20
958,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,16:50,27/10/19,28/03/20
994,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:55,27/10/19,28/03/20
6965,TestIndigo,Kolkata,Bengaluru,Monday,15:45,,29/10/19,24/03/20
6965,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45,18:35,27/10/19,28/03/20
875,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",17:15,,28/10/19,28/03/20
875,TestIndigo,Kolkata,Bengaluru,Saturday,17:15,,27/10/19,22/03/20
342,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:15,23:10,27/10/19,28/03/20
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,0:10,27/10/19,28/03/20
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,0:10,27/10/19,28/03/20
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,0:10,27/10/19,28/03/20
716,TestIndigo,Kolkata,Bengaluru,Monday,21:25,,29/10/19,24/03/20
132,TestIndigo,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:05,10:05,27/10/19,28/03/20
172,TestIndigo,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,11:35,27/10/19,28/03/20
172,TestIndigo,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,11:35,27/10/19,28/03/20
369,TestIndigo,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:00,27/10/19,28/03/20
369,TestIndigo,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,15:10,27/10/19,28/03/20
369,TestIndigo,Mangalore,Bengaluru,Monday,14:05,,29/10/19,24/03/20
